Time,Equity
2025-07-02 03:00:00,31443.80952557549
2025-07-02 03:15:00,31323.809525638353
2025-07-02 03:30:00,31653.33333518356
2025-07-02 03:45:00,31533.333335246425
2025-07-02 04:00:00,31862.857144791633
2025-07-02 04:15:00,32192.38095433684
2025-07-02 04:30:00,32521.90476388205
2025-07-02 04:45:00,32401.904763944913
2025-07-02 05:00:00,32731.42857349012
2025-07-02 05:15:00,32611.428573552985
2025-07-02 05:30:00,32940.95238309819
2025-07-02 05:45:00,32820.95238316106
2025-07-02 06:00:00,33150.476192706265
2025-07-02 06:15:00,33030.47619276913
2025-07-02 06:30:00,32910.47619283199
2025-07-02 06:45:00,33240.0000023772
2025-07-02 07:00:00,33569.52381192241
2025-07-02 07:15:00,33449.52381198527
2025-07-02 07:30:00,33779.04762153048
2025-07-02 07:45:00,34108.57143107569
2025-07-02 08:00:00,33988.57143113855
2025-07-02 08:15:00,33868.57143120142
2025-07-02 08:30:00,34198.095240746625
2025-07-02 08:45:00,34527.61905029183
2025-07-02 09:00:00,34407.6190503547
2025-07-02 09:15:00,34737.142859899905
2025-07-02 09:30:00,35066.66666944511
2025-07-02 09:45:00,35396.19047899032
2025-07-02 10:00:00,35725.71428853553
2025-07-02 10:15:00,36055.238098080736
2025-07-02 10:30:00,36384.76190762594
2025-07-02 10:45:00,36264.76190768881
2025-07-02 11:00:00,36594.285717234015
2025-07-02 11:15:00,36474.28571729688
2025-07-02 11:30:00,36803.80952684209
2025-07-02 11:45:00,37133.333336387295
2025-07-02 12:00:00,37462.8571459325
2025-07-02 12:15:00,37792.38095547771
2025-07-02 12:30:00,38121.90476502292
2025-07-02 12:45:00,38001.90476508578
2025-07-02 13:00:00,37881.90476514865
2025-07-02 13:15:00,38211.428574693855
2025-07-02 13:30:00,38091.42857475672
2025-07-02 13:45:00,37971.42857481958
2025-07-02 14:00:00,38300.95238436479
2025-07-02 14:15:00,38180.952384427655
2025-07-02 14:30:00,38060.95238449052
2025-07-02 14:45:00,38390.47619403573
2025-07-02 15:00:00,38720.000003580935
2025-07-02 15:15:00,38600.0000036438
2025-07-02 15:30:00,38480.000003706664
2025-07-02 15:45:00,38809.52381325187
2025-07-02 16:00:00,39139.04762279708
2025-07-02 16:15:00,39019.047622859944
2025-07-02 16:30:00,39348.57143240515
2025-07-02 16:45:00,39228.571432468016
2025-07-02 17:00:00,39558.09524201322
2025-07-02 17:15:00,39887.61905155843
2025-07-02 17:30:00,40217.14286110364
2025-07-02 17:45:00,40097.1428611665
2025-07-02 18:00:00,40426.66667071171
2025-07-02 18:15:00,40756.19048025692
2025-07-02 18:30:00,40636.19048031978
2025-07-02 18:45:00,40965.71428986499
2025-07-02 19:00:00,41295.2380994102
2025-07-02 19:15:00,41624.76190895541
2025-07-02 19:30:00,41954.285718500614
2025-07-02 19:45:00,41834.28571856348
2025-07-02 20:00:00,41714.28571862634
2025-07-02 20:15:00,42043.80952817155
2025-07-02 20:30:00,42373.33333771676
2025-07-02 20:45:00,42253.33333777962
2025-07-02 21:00:00,42582.85714732483
2025-07-02 21:15:00,42462.857147387695
2025-07-02 21:30:00,42342.85714745056
2025-07-02 21:45:00,42672.38095699577
2025-07-02 22:00:00,43001.904766540974
2025-07-02 22:15:00,43331.42857608618
2025-07-02 22:30:00,43211.42857614905
2025-07-02 22:45:00,43211.42857614905
